transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000064,card_00438,2026-01-28T00:33:47Z,22.81,fuel,IN,True,False
txn_0000065,card_00428,2026-01-08T16:29:24Z,82.59,grocery,IN,True,False
txn_0000066,card_00090,2026-01-27T20:12:49Z,282.74,restaurant,SG,False,False
txn_0000067,card_00669,2026-01-22T04:31:03Z,47.92,online_retail,US,False,False
txn_0000068,card_00581,2026-01-21T17:17:31Z,60.13,electronics,DE,True,False
txn_0000069,card_00695,2026-01-28T13:53:05Z,70.55,travel,SG,True,False
txn_0000070,card_00462,2026-01-01T04:03:22Z,529.02,grocery,GB,False,False
txn_0000071,card_00131,2026-01-23T20:43:02Z,62.69,atm_withdrawal,SG,False,False
txn_0000072,card_00094,2026-01-06T21:49:27Z,151.21,pharmacy,US,True,False
txn_0000073,card_00052,2026-01-18T17:59:17Z,50.09,fuel,GB,True,False
txn_0000074,card_00809,2026-01-20T23:25:42Z,49.53,travel,IN,True,False
txn_0000075,card_00345,2026-01-30T05:24:00Z,89.16,entertainment,US,False,False
txn_0000076,card_00176,2026-01-10T12:58:56Z,154.16,fuel,IN,True,False
txn_0000077,card_00016,2026-01-09T17:50:27Z,64.08,atm_withdrawal,SG,True,False
txn_0000078,card_00742,2026-01-17T21:58:00Z,112.75,travel,US,False,True
txn_0000079,card_00321,2026-01-14T00:07:14Z,130.59,travel,AE,True,False
txn_0000080,card_00177,2026-01-26T16:40:07Z,160.8,pharmacy,SG,True,False
txn_0000081,card_00450,2026-01-12T02:36:45Z,124.46,utilities,IN,True,False
txn_0000082,card_00063,2026-01-15T10:44:55Z,28.61,online_retail,AE,False,False
txn_0000083,card_00306,2026-01-01T00:40:07Z,208.23,fuel,AE,False,False
txn_0000084,card_00114,2026-01-21T08:20:23Z,105.13,pharmacy,IN,True,False
txn_0000085,card_00333,2026-01-09T19:40:44Z,29.6,electronics,IN,False,False
txn_0000086,card_00108,2026-01-28T16:23:21Z,61.46,electronics,IN,True,False
txn_0000087,card_00074,2026-01-12T04:56:28Z,38.18,utilities,IN,False,False
txn_0000088,card_00134,2026-01-27T03:59:03Z,65.2,online_retail,DE,False,False
txn_0000089,card_00204,2026-01-16T19:31:53Z,146.63,atm_withdrawal,AE,True,False
txn_0000090,card_00310,2026-01-29T11:28:38Z,65.22,entertainment,US,True,False
txn_0000091,card_00731,2026-01-06T06:37:58Z,37.64,entertainment,AE,False,False
txn_0000092,card_00471,2026-01-07T04:20:01Z,149.42,grocery,SG,True,False
txn_0000093,card_00869,2026-01-09T04:49:04Z,958.07,travel,DE,True,False
txn_0000094,card_00489,2026-01-23T16:31:00Z,13.13,restaurant,DE,False,False
txn_0000095,card_00100,2026-01-04T20:56:58Z,456.3,travel,DE,False,False
txn_0000096,card_00642,2026-01-05T16:10:24Z,64.93,travel,SG,False,False
txn_0000097,card_00193,2026-01-10T03:49:33Z,195.33,online_retail,GB,True,False
txn_0000098,card_00344,2026-01-20T13:27:50Z,8.61,fuel,AE,False,False
txn_0000099,card_00585,2026-01-17T14:43:21Z,36.53,travel,IN,True,False
txn_0000100,card_00085,2026-01-25T07:40:06Z,115.24,atm_withdrawal,SG,False,False
txn_0000101,card_00005,2026-01-09T11:28:47Z,63.95,entertainment,GB,False,False
txn_0000102,card_00201,2026-01-15T15:46:20Z,104.32,travel,DE,False,False
txn_0000103,card_00799,2026-01-07T13:53:17Z,114.48,fuel,DE,False,False
txn_0000104,card_00564,2026-01-13T23:02:24Z,31.39,grocery,SG,False,False
txn_0000105,card_00307,2026-01-12T07:59:02Z,8.91,electronics,SG,True,False
txn_0000106,card_00871,2026-01-14T04:49:01Z,138.52,atm_withdrawal,DE,True,False
txn_0000107,card_00189,2026-01-01T05:09:59Z,31.96,electronics,SG,True,False
txn_0000108,card_00309,2026-01-07T10:14:25Z,25.91,atm_withdrawal,GB,False,False
txn_0000109,card_00223,2026-01-10T23:32:59Z,97.47,utilities,IN,True,False
txn_0000110,card_00010,2026-01-23T07:51:41Z,48.88,pharmacy,DE,True,False
txn_0000111,card_00523,2026-01-02T21:14:50Z,22.1,electronics,AE,True,False
txn_0000112,card_00433,2026-01-19T12:57:18Z,30.34,pharmacy,AE,True,False
txn_0000113,card_00166,2026-01-19T23:43:29Z,61.21,pharmacy,DE,True,False
txn_0000114,card_00740,2026-01-07T23:55:05Z,23.17,utilities,GB,True,False
txn_0000115,card_00156,2026-01-01T17:36:02Z,160.77,entertainment,GB,False,False
txn_0000116,card_00886,2026-01-03T21:03:29Z,42.48,entertainment,GB,True,False
txn_0000117,card_00124,2026-01-23T12:25:56Z,55.91,atm_withdrawal,DE,False,False
txn_0000118,card_00694,2026-01-14T12:52:10Z,79.25,pharmacy,SG,False,False
txn_0000119,card_00459,2026-01-01T15:11:32Z,160.09,fuel,GB,True,False
txn_0000120,card_00372,2026-01-02T03:23:33Z,210.5,utilities,GB,False,False
txn_0000121,card_00007,2026-01-27T19:11:59Z,332.78,fuel,AE,False,False
txn_0000122,card_00280,2026-01-19T13:29:47Z,44.42,fuel,IN,True,False
txn_0000123,card_00422,2026-01-10T18:53:14Z,5.38,grocery,SG,False,False
txn_0000124,card_00499,2026-01-16T21:16:24Z,18.26,entertainment,US,True,False
txn_0000125,card_00626,2026-01-21T05:11:09Z,66.43,travel,DE,False,False
txn_0000126,card_00887,2026-01-19T07:12:24Z,44.8,fuel,IN,False,False
txn_0000127,card_00573,2026-01-24T21:00:12Z,85.65,entertainment,SG,False,False
txn_0000128,card_00600,2026-01-13T12:08:24Z,50.47,pharmacy,US,True,False
txn_0000129,card_00358,2026-01-19T05:05:00Z,51.3,online_retail,AE,False,False
txn_0000130,card_00419,2026-01-05T20:26:25Z,9.26,utilities,IN,False,False
txn_0000131,card_00174,2026-01-19T04:21:31Z,886.81,restaurant,DE,False,False
txn_0000132,card_00381,2026-01-23T07:25:44Z,22.13,fuel,SG,False,False
txn_0000133,card_00148,2026-01-20T04:19:16Z,142.42,atm_withdrawal,AE,True,False
txn_0000134,card_00168,2026-01-05T08:09:49Z,40.52,entertainment,US,False,False
txn_0000135,card_00079,2026-01-11T12:12:36Z,187.89,electronics,IN,True,False
txn_0000136,card_00413,2026-01-07T01:10:22Z,76.59,grocery,SG,False,False
txn_0000137,card_00665,2026-01-29T06:08:35Z,137.1,atm_withdrawal,SG,True,False
txn_0000138,card_00678,2026-01-12T06:17:51Z,228.15,entertainment,GB,True,False
txn_0000139,card_00148,2026-01-19T16:12:13Z,48.76,online_retail,DE,False,False
txn_0000140,card_00450,2026-01-26T09:53:06Z,26.8,restaurant,IN,True,False
txn_0000141,card_00002,2026-01-12T07:24:28Z,14.38,entertainment,AE,True,False
txn_0000142,card_00822,2026-01-06T14:05:36Z,69.71,fuel,IN,False,False
txn_0000143,card_00573,2026-01-21T05:22:14Z,243.67,fuel,IN,True,False
txn_0000144,card_00828,2026-01-11T04:28:11Z,146.85,utilities,AE,False,False
txn_0000145,card_00596,2026-01-03T15:36:10Z,91.27,entertainment,SG,False,False
txn_0000146,card_00401,2026-01-29T18:28:35Z,58.41,fuel,DE,True,False
txn_0000147,card_00253,2026-01-30T14:18:40Z,76.24,entertainment,AE,False,False
txn_0000148,card_00025,2026-01-19T23:44:21Z,78.02,pharmacy,US,True,False
txn_0000149,card_00643,2026-01-04T23:51:39Z,51.26,utilities,IN,False,False
txn_0000150,card_00319,2026-01-10T01:30:49Z,17.11,travel,SG,False,False
txn_0000151,card_00468,2026-01-02T05:19:08Z,13.62,online_retail,SG,True,False
txn_0000152,card_00565,2026-01-29T21:21:27Z,46.38,atm_withdrawal,SG,True,False
txn_0000153,card_00016,2026-01-08T15:03:36Z,177.37,restaurant,SG,True,False
txn_0000154,card_00157,2026-01-17T10:48:59Z,158.47,atm_withdrawal,GB,False,False
txn_0000155,card_00089,2026-01-04T00:47:53Z,30.97,entertainment,AE,True,False
txn_0000156,card_00535,2026-01-01T05:55:25Z,8.04,grocery,AE,False,False
txn_0000157,card_00628,2026-01-22T10:05:31Z,51.51,electronics,DE,True,False
txn_0000158,card_00822,2026-01-06T02:07:41Z,20.94,travel,GB,True,False
txn_0000159,card_00283,2026-01-01T18:46:56Z,79.02,online_retail,AE,False,False
txn_0000160,card_00551,2026-01-20T14:56:06Z,93.42,fuel,DE,False,False
txn_0000161,card_00621,2026-01-03T07:04:36Z,74.02,grocery,IN,True,False
txn_0000162,card_00010,2026-01-24T13:32:10Z,230.34,pharmacy,AE,False,False
txn_0000163,card_00459,2026-01-17T04:39:35Z,58.41,fuel,GB,False,False
txn_0000164,card_00873,2026-01-12T18:13:17Z,8.08,travel,SG,False,False
txn_0000165,card_00488,2026-01-24T21:19:36Z,12.43,entertainment,IN,True,False
txn_0000166,card_00026,2026-01-28T13:20:35Z,146.91,electronics,DE,False,False
txn_0000167,card_00403,2026-01-15T14:49:49Z,81.86,grocery,GB,False,False
txn_0000168,card_00851,2026-01-05T23:16:19Z,18.23,atm_withdrawal,DE,True,False
txn_0000169,card_00761,2026-01-02T10:19:59Z,198.25,online_retail,SG,False,False
txn_0000170,card_00692,2026-01-02T00:38:17Z,67.91,entertainment,GB,True,False
txn_0000171,card_00124,2026-01-07T10:00:11Z,189.9,entertainment,GB,True,False
txn_0000172,card_00163,2026-01-30T20:54:23Z,57.45,fuel,IN,True,False
txn_0000173,card_00336,2026-01-08T03:43:31Z,67.2,atm_withdrawal,IN,False,False
txn_0000174,card_00067,2026-01-20T16:12:18Z,57.87,utilities,US,False,False
txn_0000175,card_00323,2026-01-14T04:14:29Z,21.09,online_retail,SG,True,False
txn_0000176,card_00247,2026-01-11T05:59:00Z,95.35,pharmacy,US,True,False
txn_0000177,card_00606,2026-01-05T18:19:55Z,27.89,restaurant,SG,True,False
txn_0000178,card_00034,2026-01-28T04:36:08Z,500.04,fuel,US,False,True
txn_0000179,card_00324,2026-01-06T17:15:07Z,22.72,travel,IN,False,False
txn_0000180,card_00512,2026-01-17T21:47:19Z,160.91,restaurant,IN,False,False
txn_0000181,card_00150,2026-01-04T19:03:38Z,89.79,fuel,GB,True,False
txn_0000182,card_00167,2026-01-30T20:37:56Z,41.01,pharmacy,IN,True,False
txn_0000183,card_00659,2026-01-20T15:58:34Z,23.41,grocery,GB,False,False
txn_0000184,card_00635,2026-01-26T23:40:59Z,59.92,travel,IN,True,False
txn_0000185,card_00717,2026-01-14T22:13:40Z,129.02,atm_withdrawal,US,True,False
txn_0000186,card_00730,2026-01-07T11:01:25Z,7.49,online_retail,DE,True,False
txn_0000187,card_00414,2026-01-11T03:09:45Z,87.14,atm_withdrawal,US,True,False
txn_0000188,card_00324,2026-01-26T08:09:21Z,203.98,utilities,GB,True,False
txn_0000189,card_00132,2026-01-05T08:46:22Z,28.94,online_retail,US,False,False
txn_0000190,card_00630,2026-01-10T03:20:05Z,75.44,grocery,AE,False,False
txn_0000191,card_00273,2026-01-19T00:34:21Z,109.52,fuel,DE,True,False
txn_0000192,card_00515,2026-01-12T04:27:16Z,60.76,grocery,DE,False,False
txn_0000193,card_00216,2026-01-29T14:01:34Z,27.29,fuel,US,False,False
txn_0000194,card_00457,2026-01-25T12:31:39Z,54.07,fuel,SG,True,False
txn_0000195,card_00442,2026-01-08T16:35:50Z,116.3,atm_withdrawal,AE,False,True
txn_0000196,card_00589,2026-01-03T00:10:22Z,120.94,travel,SG,True,False
txn_0000197,card_00032,2026-01-30T21:40:30Z,60.06,fuel,AE,True,False
txn_0000198,card_00411,2026-01-01T05:16:00Z,31.53,atm_withdrawal,US,True,False
txn_0000199,card_00890,2026-01-17T02:22:06Z,63.64,grocery,DE,False,False
txn_0000200,card_00768,2026-01-20T17:49:56Z,65.05,utilities,US,True,False
txn_0000201,card_00023,2026-01-27T00:47:57Z,40.5,restaurant,DE,False,False
txn_0000202,card_00581,2026-01-14T07:22:34Z,189.48,electronics,AE,True,False
txn_0000203,card_00806,2026-01-16T15:51:46Z,203.1,online_retail,US,False,False
txn_0000204,card_00842,2026-01-12T00:36:16Z,39.8,grocery,AE,True,False
txn_0000205,card_00384,2026-01-10T21:02:22Z,73.11,fuel,GB,True,False
txn_0000206,card_00698,2026-01-08T07:56:42Z,76.4,fuel,GB,False,False
txn_0000207,card_00365,2026-01-10T23:20:49Z,905.44,fuel,SG,False,False
txn_0000208,card_00470,2026-01-29T01:49:51Z,200.09,online_retail,GB,True,False
txn_0000209,card_00806,2026-01-19T08:32:40Z,261.44,pharmacy,AE,True,True
txn_0000210,card_00058,2026-01-02T03:39:22Z,223.06,online_retail,IN,True,False
txn_0000211,card_00837,2026-01-13T10:20:06Z,4.09,travel,SG,False,False
txn_0000212,card_00429,2026-01-02T10:53:14Z,12.89,entertainment,IN,True,False
txn_0000213,card_00784,2026-01-14T20:26:29Z,96.26,fuel,AE,True,False
txn_0000214,card_00429,2026-01-01T03:19:51Z,77.73,restaurant,IN,False,False
txn_0000215,card_00055,2026-01-17T15:07:49Z,475.78,pharmacy,US,False,False
txn_0000216,card_00357,2026-01-21T17:28:36Z,22.79,travel,SG,True,False
txn_0000217,card_00891,2026-01-04T06:49:31Z,9.09,pharmacy,DE,False,False
txn_0000218,card_00450,2026-01-05T06:01:53Z,20.7,electronics,GB,False,False
txn_0000219,card_00544,2026-01-14T15:13:35Z,22.89,restaurant,SG,True,False
txn_0000220,card_00787,2026-01-23T12:51:24Z,63.41,pharmacy,GB,True,False
txn_0000221,card_00219,2026-01-25T18:47:00Z,469.04,pharmacy,US,True,False
txn_0000222,card_00727,2026-01-21T06:00:21Z,268.99,online_retail,AE,True,False
txn_0000223,card_00151,2026-01-14T08:45:46Z,46.8,entertainment,GB,True,False
txn_0000224,card_00806,2026-01-29T18:24:36Z,36.23,travel,SG,True,False
txn_0000225,card_00034,2026-01-18T12:43:09Z,52.98,travel,IN,False,False
txn_0000226,card_00469,2026-01-03T18:27:36Z,14.78,restaurant,DE,True,False
txn_0000227,card_00848,2026-01-12T12:36:04Z,22.39,travel,DE,False,False
txn_0000228,card_00024,2026-01-09T18:00:53Z,58.78,travel,SG,False,False
txn_0000229,card_00743,2026-01-18T00:43:43Z,42.93,electronics,DE,True,False
txn_0000230,card_00049,2026-01-27T17:46:05Z,94.89,restaurant,SG,False,False
txn_0000231,card_00359,2026-01-28T02:53:17Z,40.06,pharmacy,US,True,False
txn_0000232,card_00746,2026-01-13T20:17:26Z,69.52,atm_withdrawal,US,True,False
txn_0000233,card_00675,2026-01-06T14:16:44Z,19.62,online_retail,AE,False,False
txn_0000234,card_00337,2026-01-19T18:03:03Z,112.75,grocery,DE,True,False
txn_0000235,card_00178,2026-01-18T11:54:29Z,211.03,atm_withdrawal,AE,False,False
txn_0000236,card_00399,2026-01-15T05:26:06Z,67.47,utilities,US,True,False
txn_0000237,card_00604,2026-01-11T21:22:47Z,310.62,utilities,GB,True,False
txn_0000238,card_00477,2026-01-26T21:05:18Z,43.67,grocery,SG,True,False
txn_0000239,card_00883,2026-01-02T04:25:09Z,46.77,utilities,AE,False,False
txn_0000240,card_00571,2026-01-26T08:00:03Z,217.5,electronics,GB,True,False
txn_0000241,card_00509,2026-01-08T15:11:29Z,144.52,fuel,US,False,False
txn_0000242,card_00344,2026-01-12T08:50:47Z,5.4,restaurant,US,False,False
txn_0000243,card_00084,2026-01-24T09:57:23Z,850.92,fuel,AE,True,False
txn_0000244,card_00505,2026-01-24T20:33:00Z,93.66,online_retail,DE,True,False
txn_0000245,card_00001,2026-01-18T15:38:36Z,367.22,travel,DE,True,False
txn_0000246,card_00689,2026-01-25T22:19:05Z,266.73,entertainment,IN,True,False
txn_0000247,card_00109,2026-01-30T07:14:56Z,160.29,utilities,AE,True,False
txn_0000248,card_00030,2026-01-18T06:08:43Z,120.53,restaurant,GB,False,False
txn_0000249,card_00599,2026-01-27T12:47:48Z,56.86,entertainment,SG,False,False
txn_0000250,card_00443,2026-01-28T08:25:33Z,86.37,pharmacy,AE,True,False
txn_0000251,card_00724,2026-01-14T11:18:55Z,50.35,fuel,IN,True,False
txn_0000252,card_00359,2026-01-28T10:36:24Z,10.3,fuel,US,True,False
txn_0000253,card_00698,2026-01-18T16:03:52Z,52.54,grocery,AE,True,False
txn_0000254,card_00887,2026-01-29T03:09:33Z,160.38,online_retail,IN,False,False
txn_0000255,card_00816,2026-01-02T06:47:55Z,82.1,utilities,SG,True,False
txn_0000256,card_00734,2026-01-30T08:17:03Z,78.68,utilities,IN,False,False
txn_0000257,card_00154,2026-01-15T21:23:53Z,23.12,electronics,DE,True,False
txn_0000258,card_00562,2026-01-23T00:53:39Z,24.68,electronics,SG,True,False
txn_0000259,card_00703,2026-01-12T22:10:12Z,40.55,pharmacy,DE,True,False
txn_0000260,card_00799,2026-01-24T18:08:18Z,93.57,fuel,AE,True,False
txn_0000261,card_00603,2026-01-15T15:05:28Z,112.93,online_retail,AE,True,False
txn_0000262,card_00373,2026-01-21T17:34:55Z,105.49,pharmacy,SG,True,False
txn_0000263,card_00797,2026-01-19T23:52:11Z,428.04,utilities,US,True,False
txn_0000264,card_00782,2026-01-27T03:18:21Z,63.03,entertainment,IN,False,False
txn_0000265,card_00787,2026-01-02T10:49:24Z,40.64,utilities,SG,True,False
txn_0000266,card_00121,2026-01-02T00:51:40Z,147.8,restaurant,IN,True,False
txn_0000267,card_00777,2026-01-11T03:23:25Z,69.95,pharmacy,IN,True,False
txn_0000268,card_00595,2026-01-07T09:11:08Z,6.41,online_retail,IN,True,False
txn_0000269,card_00095,2026-01-12T15:54:11Z,53.0,atm_withdrawal,GB,False,False
txn_0000270,card_00381,2026-01-05T11:20:11Z,65.67,grocery,DE,False,False
txn_0000271,card_00098,2026-01-24T13:59:26Z,6.43,restaurant,SG,True,False
txn_0000272,card_00361,2026-01-29T10:09:58Z,8.88,travel,IN,False,False
txn_0000273,card_00790,2026-01-06T08:03:55Z,420.97,atm_withdrawal,IN,False,False
txn_0000274,card_00545,2026-01-09T04:16:50Z,230.19,atm_withdrawal,SG,True,False
txn_0000275,card_00806,2026-01-25T10:47:26Z,29.43,restaurant,US,True,False
txn_0000276,card_00122,2026-01-17T15:56:05Z,175.17,online_retail,SG,True,False
txn_0000277,card_00877,2026-01-24T18:29:25Z,54.39,grocery,SG,True,False
txn_0000278,card_00545,2026-01-16T19:30:47Z,160.31,grocery,GB,False,False
txn_0000279,card_00171,2026-01-16T02:57:54Z,102.32,pharmacy,IN,True,False
txn_0000280,card_00426,2026-01-16T18:02:41Z,17.22,utilities,SG,False,False
txn_0000281,card_00012,2026-01-11T12:21:23Z,50.44,grocery,IN,False,False
txn_0000282,card_00306,2026-01-29T22:48:38Z,37.58,pharmacy,GB,False,False
txn_0000283,card_00750,2026-01-02T08:53:37Z,1.2,entertainment,GB,False,False
txn_0000284,card_00146,2026-01-01T09:51:16Z,39.44,travel,GB,False,False
txn_0000285,card_00676,2026-01-23T00:09:01Z,153.06,grocery,SG,False,False
txn_0000286,card_00874,2026-01-08T22:53:12Z,400.9,grocery,SG,True,False
txn_0000287,card_00635,2026-01-18T23:05:24Z,16.37,atm_withdrawal,DE,True,False
txn_0000288,card_00309,2026-01-22T15:02:26Z,106.28,atm_withdrawal,DE,False,False
txn_0000289,card_00101,2026-01-12T08:02:56Z,36.01,travel,IN,True,False
txn_0000290,card_00335,2026-01-08T02:37:55Z,86.15,restaurant,SG,True,False
txn_0000291,card_00094,2026-01-11T22:43:43Z,267.73,electronics,US,True,False
txn_0000292,card_00436,2026-01-12T23:14:33Z,87.83,online_retail,IN,True,False
txn_0000293,card_00875,2026-01-11T17:05:17Z,4.24,travel,SG,False,False
txn_0000294,card_00010,2026-01-18T08:58:53Z,79.32,fuel,SG,True,False
txn_0000295,card_00612,2026-01-18T08:39:57Z,33.58,entertainment,AE,False,False
txn_0000296,card_00892,2026-01-19T20:00:32Z,14.87,electronics,GB,True,False
txn_0000297,card_00411,2026-01-29T23:04:48Z,104.41,fuel,GB,False,False
txn_0000298,card_00838,2026-01-30T19:44:52Z,79.87,restaurant,US,True,False
txn_0000299,card_00195,2026-01-17T02:42:00Z,42.8,utilities,US,True,False
txn_0000300,card_00405,2026-01-29T21:32:49Z,24.01,pharmacy,SG,True,False
txn_0000301,card_00499,2026-01-19T02:01:34Z,18.29,pharmacy,AE,True,False
txn_0000302,card_00392,2026-01-22T22:09:36Z,53.91,pharmacy,SG,False,False
txn_0000303,card_00777,2026-01-28T21:30:30Z,79.13,entertainment,DE,True,False
txn_0000304,card_00160,2026-01-10T19:26:51Z,36.2,travel,DE,True,False
txn_0000305,card_00026,2026-01-19T23:38:45Z,100.57,atm_withdrawal,IN,False,False
txn_0000306,card_00288,2026-01-29T17:10:53Z,80.78,pharmacy,DE,True,False
txn_0000307,card_00302,2026-01-01T14:39:28Z,6.94,entertainment,AE,False,False
txn_0000308,card_00188,2026-01-06T15:40:45Z,75.29,fuel,IN,False,False
txn_0000309,card_00422,2026-01-24T02:11:11Z,28.79,fuel,DE,False,False
txn_0000310,card_00110,2026-01-21T12:48:54Z,106.13,utilities,GB,True,False
txn_0000311,card_00463,2026-01-12T02:20:27Z,14.78,restaurant,SG,True,False
txn_0000312,card_00536,2026-01-12T22:06:17Z,59.7,entertainment,GB,False,False
txn_0000313,card_00890,2026-01-16T05:34:26Z,36.73,electronics,AE,True,False
txn_0000314,card_00354,2026-01-05T22:05:46Z,88.11,utilities,GB,True,False
txn_0000315,card_00300,2026-01-23T08:38:18Z,566.72,utilities,GB,True,True
txn_0000316,card_00690,2026-01-24T21:52:01Z,29.11,atm_withdrawal,AE,True,False
txn_0000317,card_00575,2026-01-11T07:07:09Z,85.21,grocery,IN,False,False
txn_0000318,card_00723,2026-01-29T12:32:18Z,31.17,pharmacy,SG,True,False
txn_0000319,card_00149,2026-01-11T08:02:06Z,190.17,entertainment,DE,False,False
txn_0000320,card_00823,2026-01-24T20:47:07Z,243.77,fuel,IN,True,False
txn_0000321,card_00461,2026-01-19T08:58:17Z,110.72,fuel,DE,True,False
txn_0000322,card_00137,2026-01-29T05:08:22Z,84.4,restaurant,GB,False,False
txn_0000323,card_00438,2026-01-26T06:19:34Z,16.2,grocery,IN,False,False
txn_0000324,card_00268,2026-01-07T00:23:08Z,15.25,travel,AE,True,False
